Date : 2024-03-31 14:47:50
Directory : c:\Users\where\Documents\github\code
Total : 3919 files,  405141 codes, 14593 comments, 298832 blanks, all 718566 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| contest\00000c361d112\c374\q3                                                                                                                                      |          3 |        130 |         22 |         27 |        179 |
| contest\00000c361d112\c374\q4                                                                                                                                      |          4 |        239 |          9 |         60 |        308 |
| contest\00000c361d112\c375                                                                                                                                         |          6 |        199 |         15 |         55 |        269 |
| contest\00000c361d112\c375\q1                                                                                                                                      |          1 |         14 |          0 |          9 |         23 |
| contest\00000c361d112\c375\q2                                                                                                                                      |          1 |         24 |          2 |          7 |         33 |
| contest\00000c361d112\c375\q3                                                                                                                                      |          1 |         24 |          4 |          7 |         35 |
| contest\00000c361d112\c375\q4                                                                                                                                      |          3 |        137 |          9 |         32 |        178 |
| contest\00000c361d112\c376                                                                                                                                         |          4 |        136 |          5 |         30 |        171 |
| contest\00000c361d112\c376\q1                                                                                                                                      |          1 |         26 |          0 |          9 |         35 |
| contest\00000c361d112\c376\q2                                                                                                                                      |          1 |         21 |          0 |          6 |         27 |
| contest\00000c361d112\c376\q3                                                                                                                                      |          1 |         47 |          2 |          9 |         58 |
| contest\00000c361d112\c376\q4                                                                                                                                      |          1 |         42 |          3 |          6 |         51 |
| contest\00000c361d112\c377                                                                                                                                         |          4 |        144 |          5 |         35 |        184 |
| contest\00000c361d112\c377\q1                                                                                                                                      |          1 |         21 |          0 |          9 |         30 |
| contest\00000c361d112\c377\q2                                                                                                                                      |          1 |         35 |          1 |          9 |         45 |
| contest\00000c361d112\c377\q3                                                                                                                                      |          1 |         37 |          0 |          6 |         43 |
| contest\00000c361d112\c377\q4                                                                                                                                      |          1 |         51 |          4 |         11 |         66 |
| contest\00000c361d112\c378                                                                                                                                         |          7 |        379 |         25 |         96 |        500 |
| contest\00000c361d112\c378\q1                                                                                                                                      |          1 |         15 |          0 |          9 |         24 |
| contest\00000c361d112\c378\q2                                                                                                                                      |          1 |         12 |          0 |          7 |         19 |
| contest\00000c361d112\c378\q3                                                                                                                                      |          2 |         76 |          6 |         22 |        104 |
| contest\00000c361d112\c378\q4                                                                                                                                      |          3 |        276 |         19 |         58 |        353 |
| contest\00000c361d112\c380                                                                                                                                         |          6 |        196 |         17 |         65 |        278 |
| contest\00000c361d112\c380\q1                                                                                                                                      |          1 |         18 |          0 |          9 |         27 |
| contest\00000c361d112\c380\q2                                                                                                                                      |          1 |         25 |          1 |          6 |         32 |
| contest\00000c361d112\c380\q3                                                                                                                                      |          1 |         34 |          1 |          8 |         43 |
| contest\00000c361d112\c380\q4                                                                                                                                      |          3 |        119 |         15 |         42 |        176 |
| contest\00000c361d112\c381                                                                                                                                         |          4 |        127 |          9 |         33 |        169 |
| contest\00000c361d112\c381\q1                                                                                                                                      |          1 |         24 |          1 |          8 |         33 |
| contest\00000c361d112\c381\q2                                                                                                                                      |          1 |         39 |          0 |          6 |         45 |
| contest\00000c361d112\c381\q3                                                                                                                                      |          1 |         12 |          0 |          7 |         19 |
| contest\00000c361d112\c381\q4                                                                                                                                      |          1 |         52 |          8 |         12 |         72 |
| contest\00000c361d112\c382                                                                                                                                         |          6 |        197 |          4 |         46 |        247 |
| contest\00000c361d112\c382\q1                                                                                                                                      |          1 |         20 |          0 |          8 |         28 |
| contest\00000c361d112\c382\q2                                                                                                                                      |          1 |         27 |          1 |          9 |         37 |
| contest\00000c361d112\c382\q3                                                                                                                                      |          1 |         19 |          0 |          7 |         26 |
| contest\00000c361d112\c382\q4                                                                                                                                      |          3 |        131 |          3 |         22 |        156 |
| contest\00000c361d112\c385                                                                                                                                         |          5 |        158 |          4 |         44 |        206 |
| contest\00000c361d112\c385\q1                                                                                                                                      |          1 |         15 |          0 |          9 |         24 |
| contest\00000c361d112\c385\q2                                                                                                                                      |          1 |         23 |          1 |          7 |         31 |
| contest\00000c361d112\c385\q3                                                                                                                                      |          1 |         41 |          1 |         10 |         52 |
| contest\00000c361d112\c385\q4                                                                                                                                      |          2 |         79 |          2 |         18 |         99 |
| contest\00000c361d112\c386                                                                                                                                         |          4 |        123 |          9 |         39 |        171 |
| contest\00000c361d112\c386\q1                                                                                                                                      |          1 |         14 |          0 |          9 |         23 |
| contest\00000c361d112\c386\q2                                                                                                                                      |          1 |         28 |          3 |          6 |         37 |
| contest\00000c361d112\c386\q3                                                                                                                                      |          1 |         42 |          4 |         12 |         58 |
| contest\00000c361d112\c386\q4                                                                                                                                      |          1 |         39 |          2 |         12 |         53 |
| contest\00000c361d112\c387                                                                                                                                         |          4 |        120 |          2 |         30 |        152 |
| contest\00000c361d112\c387\q1                                                                                                                                      |          1 |         23 |          0 |          9 |         32 |
| contest\00000c361d112\c387\q2                                                                                                                                      |          1 |         32 |          1 |          8 |         41 |
| contest\00000c361d112\c387\q3                                                                                                                                      |          1 |         35 |          1 |          5 |         41 |
| contest\00000c361d112\c387\q4                                                                                                                                      |          1 |         30 |          0 |          8 |         38 |
| contest\00000c361d112\c388                                                                                                                                         |          5 |        150 |          7 |         42 |        199 |
| contest\00000c361d112\c388\q1                                                                                                                                      |          1 |         23 |          0 |          9 |         32 |
| contest\00000c361d112\c388\q2                                                                                                                                      |          1 |         19 |          0 |          7 |         26 |
| contest\00000c361d112\c388\q3                                                                                                                                      |          1 |         39 |          3 |          7 |         49 |
| contest\00000c361d112\c388\q4                                                                                                                                      |          2 |         69 |          4 |         19 |         92 |
| contest\00000c361d112\c389                                                                                                                                         |          5 |        166 |          7 |         41 |        214 |
| contest\00000c361d112\c389\q1                                                                                                                                      |          1 |         20 |          0 |          9 |         29 |
| contest\00000c361d112\c389\q2                                                                                                                                      |          1 |         16 |          0 |          7 |         23 |
| contest\00000c361d112\c389\q3                                                                                                                                      |          1 |         37 |          0 |          8 |         45 |
| contest\00000c361d112\c389\q4                                                                                                                                      |          2 |         93 |          7 |         17 |        117 |
| contest\00000c361d112\c390                                                                                                                                         |          5 |        172 |          6 |         52 |        230 |
| contest\00000c361d112\c390\q1                                                                                                                                      |          1 |         24 |          0 |          9 |         33 |
| contest\00000c361d112\c390\q2                                                                                                                                      |          1 |         23 |          0 |          6 |         29 |
| contest\00000c361d112\c390\q3                                                                                                                                      |          2 |         87 |          6 |         30 |        123 |
| contest\00000c361d112\c390\q4                                                                                                                                      |          1 |         38 |          0 |          7 |         45 |
| contest\00000c361d112\c391                                                                                                                                         |          7 |        201 |          9 |         78 |        288 |
| contest\00000c361d112\c391\q1                                                                                                                                      |          1 |         16 |          0 |          8 |         24 |
| contest\00000c361d112\c391\q2                                                                                                                                      |          1 |         20 |          1 |          7 |         28 |
| contest\00000c361d112\c391\q3                                                                                                                                      |          1 |         26 |          0 |          7 |         33 |
| contest\00000c361d112\c391\q4                                                                                                                                      |          4 |        139 |          8 |         56 |        203 |
| contest\00000c361d112\d112                                                                                                                                         |          5 |        118 |          5 |         34 |        157 |
| contest\00000c361d112\d112\q1                                                                                                                                      |          1 |         21 |          0 |          9 |         30 |
| contest\00000c361d112\d112\q2                                                                                                                                      |          2 |         32 |          1 |         12 |         45 |
| contest\00000c361d112\d112\q3                                                                                                                                      |          1 |         26 |          2 |          6 |         34 |
| contest\00000c361d112\d112\q4                                                                                                                                      |          1 |         39 |          2 |          7 |         48 |
| contest\00000c361d112\d113                                                                                                                                         |          4 |        103 |          0 |         30 |        133 |
| contest\00000c361d112\d113\q1                                                                                                                                      |          1 |         23 |          0 |          9 |         32 |
| contest\00000c361d112\d113\q2                                                                                                                                      |          1 |         20 |          0 |          6 |         26 |
| contest\00000c361d112\d113\q3                                                                                                                                      |          1 |         19 |          0 |          7 |         26 |
| contest\00000c361d112\d113\q4                                                                                                                                      |          1 |         41 |          0 |          8 |         49 |
| contest\00000c361d112\d114                                                                                                                                         |          4 |         99 |          5 |         31 |        135 |
| contest\00000c361d112\d114\q1                                                                                                                                      |          1 |         21 |          0 |          9 |         30 |
| contest\00000c361d112\d114\q2                                                                                                                                      |          1 |         19 |          0 |          6 |         25 |
| contest\00000c361d112\d114\q3                                                                                                                                      |          1 |         33 |          1 |          8 |         42 |
| contest\00000c361d112\d114\q4                                                                                                                                      |          1 |         26 |          4 |          8 |         38 |
| contest\00000c361d112\d115                                                                                                                                         |          8 |        219 |         11 |         69 |        299 |
| contest\00000c361d112\d115\q1                                                                                                                                      |          1 |         26 |          0 |          9 |         35 |
| contest\00000c361d112\d115\q2                                                                                                                                      |          1 |         17 |          0 |          6 |         23 |
| contest\00000c361d112\d115\q3                                                                                                                                      |          1 |         39 |          1 |          9 |         49 |
| contest\00000c361d112\d115\q4                                                                                                                                      |          5 |        137 |         10 |         45 |        192 |
| contest\00000c361d112\d116                                                                                                                                         |         10 |        739 |         77 |        189 |      1,005 |
| contest\00000c361d112\d116\q1                                                                                                                                      |          1 |         20 |          1 |          9 |         30 |
| contest\00000c361d112\d116\q2                                                                                                                                      |          1 |         16 |          0 |          6 |         22 |
| contest\00000c361d112\d116\q3                                                                                                                                      |          1 |         19 |          3 |          7 |         29 |
| contest\00000c361d112\d116\q4                                                                                                                                      |          7 |        684 |         73 |        167 |        924 |
| contest\00000c361d112\d117                                                                                                                                         |          4 |         99 |          2 |         30 |        131 |
| contest\00000c361d112\d117\q1                                                                                                                                      |          1 |         14 |          0 |          9 |         23 |
| contest\00000c361d112\d117\q2                                                                                                                                      |          1 |         23 |          2 |          6 |         31 |
| contest\00000c361d112\d117\q3                                                                                                                                      |          1 |         38 |          0 |          7 |         45 |
| contest\00000c361d112\d117\q4                                                                                                                                      |          1 |         24 |          0 |          8 |         32 |
| contest\00000c361d112\d118                                                                                                                                         |          7 |        174 |         10 |         59 |        243 |
| contest\00000c361d112\d118\q1                                                                                                                                      |          1 |         15 |          0 |          9 |         24 |
| contest\00000c361d112\d118\q2                                                                                                                                      |          1 |         32 |          2 |          9 |         43 |
| contest\00000c361d112\d118\q3                                                                                                                                      |          1 |         24 |          1 |          6 |         31 |
| contest\00000c361d112\d118\q4                                                                                                                                      |          4 |        103 |          7 |         35 |        145 |
| contest\00000c361d112\d119                                                                                                                                         |          7 |        261 |         44 |         65 |        370 |
| contest\00000c361d112\d119\q1                                                                                                                                      |          1 |         17 |          0 |          8 |         25 |
| contest\00000c361d112\d119\q2                                                                                                                                      |          1 |         20 |          0 |          7 |         27 |
| contest\00000c361d112\d119\q3                                                                                                                                      |          1 |         22 |          0 |          7 |         29 |
| contest\00000c361d112\d119\q4                                                                                                                                      |          4 |        202 |         44 |         43 |        289 |
| contest\00000c361d112\d120                                                                                                                                         |          4 |        134 |          3 |         36 |        173 |
| contest\00000c361d112\d120\q1                                                                                                                                      |          1 |         29 |          0 |          9 |         38 |
| contest\00000c361d112\d120\q2                                                                                                                                      |          1 |         21 |          0 |          7 |         28 |
| contest\00000c361d112\d120\q3                                                                                                                                      |          1 |         34 |          2 |          7 |         43 |
| contest\00000c361d112\d120\q4                                                                                                                                      |          1 |         50 |          1 |         13 |         64 |
| contest\00000c361d112\d122                                                                                                                                         |          4 |        112 |          5 |         33 |        150 |
| contest\00000c361d112\d122\q1                                                                                                                                      |          1 |         17 |          0 |          9 |         26 |
| contest\00000c361d112\d122\q2                                                                                                                                      |          1 |         30 |          2 |          8 |         40 |
| contest\00000c361d112\d122\q3                                                                                                                                      |          1 |         22 |          1 |          7 |         30 |
| contest\00000c361d112\d122\q4                                                                                                                                      |          1 |         43 |          2 |          9 |         54 |
| contest\00000c361d112\d124                                                                                                                                         |          4 |        116 |          0 |         35 |        151 |
| contest\00000c361d112\d124\q1                                                                                                                                      |          1 |         22 |          0 |          9 |         31 |
| contest\00000c361d112\d124\q2                                                                                                                                      |          1 |         27 |          0 |          8 |         35 |
| contest\00000c361d112\d124\q3                                                                                                                                      |          1 |         30 |          0 |          8 |         38 |
| contest\00000c361d112\d124\q4                                                                                                                                      |          1 |         37 |          0 |         10 |         47 |
| contest\00000c361d112\d125                                                                                                                                         |          4 |         93 |          1 |         35 |        129 |
| contest\00000c361d112\d125\q1                                                                                                                                      |          1 |         14 |          0 |          9 |         23 |
| contest\00000c361d112\d125\q2                                                                                                                                      |          1 |         23 |          0 |          7 |         30 |
| contest\00000c361d112\d125\q3                                                                                                                                      |          1 |         33 |          1 |          9 |         43 |
| contest\00000c361d112\d125\q4                                                                                                                                      |          1 |         23 |          0 |         10 |         33 |
| contest\00000c361d112\d126                                                                                                                                         |          5 |        144 |          6 |         38 |        188 |
| contest\00000c361d112\d126\q1                                                                                                                                      |          1 |         19 |          0 |          9 |         28 |
| contest\00000c361d112\d126\q2                                                                                                                                      |          1 |         30 |          0 |          8 |         38 |
| contest\00000c361d112\d126\q3                                                                                                                                      |          2 |         71 |          3 |         13 |         87 |
| contest\00000c361d112\d126\q4                                                                                                                                      |          1 |         24 |          3 |          8 |         35 |
| contest\00000c361d112\d127                                                                                                                                         |          6 |        203 |          8 |         54 |        265 |
| contest\00000c361d112\d127\q1                                                                                                                                      |          1 |         23 |          1 |         10 |         34 |
| contest\00000c361d112\d127\q2                                                                                                                                      |          1 |         24 |          1 |          5 |         30 |
| contest\00000c361d112\d127\q3                                                                                                                                      |          2 |         98 |          1 |         17 |        116 |
| contest\00000c361d112\d127\q4                                                                                                                                      |          2 |         58 |          5 |         22 |         85 |
| contest\00000c361d112\template                                                                                                                                     |          4 |         50 |          0 |         31 |         81 |
| contest\00000c361d112\template\q1                                                                                                                                  |          1 |         14 |          0 |          9 |         23 |
| contest\00000c361d112\template\q2                                                                                                                                  |          1 |         12 |          0 |          7 |         19 |
| contest\00000c361d112\template\q3                                                                                                                                  |          1 |         12 |          0 |          7 |         19 |
| contest\00000c361d112\template\q4                                                                                                                                  |          1 |         12 |          0 |          8 |         20 |
| contest\OTField                                                                                                                                                    |         17 |      1,034 |         78 |        197 |      1,309 |
| contest\OTField\segTree                                                                                                                                            |         17 |      1,034 |         78 |        197 |      1,309 |
| contest\OTField\segTree\maximum-balanced-subsequence-sum                                                                                                           |          7 |        379 |         28 |         86 |        493 |
| contest\OTField\segTree\maximum-sum-queries                                                                                                                        |          3 |        188 |         17 |         27 |        232 |
| contest\OTField\segTree\subarrays-distinct-element-sum-of-squares-ii                                                                                               |          7 |        467 |         33 |         84 |        584 |
| contest\acf                                                                                                                                                        |         35 |      1,107 |         96 |        347 |      1,550 |
| contest\acf (Files)                                                                                                                                                |          1 |         13 |          0 |          7 |         20 |
| contest\acf\r819-1726                                                                                                                                              |         17 |        527 |         61 |        130 |        718 |
| contest\acf\r819-1726\q1                                                                                                                                           |          2 |         61 |          6 |         16 |         83 |
| contest\acf\r819-1726\q2                                                                                                                                           |         11 |        295 |         46 |         61 |        402 |
| contest\acf\r819-1726\q3                                                                                                                                           |          2 |        113 |          5 |         27 |        145 |
| contest\acf\r819-1726\q4                                                                                                                                           |          1 |         29 |          2 |         13 |         44 |
| contest\acf\r819-1726\q5                                                                                                                                           |          1 |         29 |          2 |         13 |         44 |
| contest\acf\template                                                                                                                                               |          5 |        155 |         10 |         67 |        232 |
| contest\acf\template\q1                                                                                                                                            |          1 |         31 |          2 |         14 |         47 |
| contest\acf\template\q2                                                                                                                                            |          1 |         31 |          2 |         12 |         45 |
| contest\acf\template\q3                                                                                                                                            |          1 |         31 |          2 |         13 |         46 |
| contest\acf\template\q4                                                                                                                                            |          1 |         31 |          2 |         14 |         47 |
| contest\acf\template\q5                                                                                                                                            |          1 |         31 |          2 |         14 |         47 |
| contest\acf\test                                                                                                                                                   |          5 |        181 |         13 |         71 |        265 |
| contest\acf\test1709                                                                                                                                               |          7 |        231 |         12 |         72 |        315 |
| contest\acf\test1709\q1                                                                                                                                            |          2 |         69 |          3 |         21 |         93 |
| contest\acf\test1709\q2                                                                                                                                            |          2 |         75 |          3 |         12 |         90 |
| contest\acf\test1709\q3                                                                                                                                            |          1 |         29 |          2 |         13 |         44 |
| contest\acf\test1709\q4                                                                                                                                            |          1 |         29 |          2 |         13 |         44 |
| contest\acf\test1709\q5                                                                                                                                            |          1 |         29 |          2 |         13 |         44 |
| contest\acf\test\q1                                                                                                                                                |          1 |         57 |          5 |         18 |         80 |
| contest\acf\test\q2                                                                                                                                                |          1 |         31 |          2 |         12 |         45 |
| contest\acf\test\q3                                                                                                                                                |          1 |         31 |          2 |         13 |         46 |
| contest\acf\test\q4                                                                                                                                                |          1 |         31 |          2 |         14 |         47 |
| contest\acf\test\q5                                                                                                                                                |          1 |         31 |          2 |         14 |         47 |
| contest\gcj2022                                                                                                                                                    |        245 |     21,329 |      1,738 |      3,739 |     26,806 |
| contest\gcj2022 (Files)                                                                                                                                            |          1 |         16 |          0 |          7 |         23 |
| contest\gcj2022\a1                                                                                                                                                 |         22 |      1,503 |        173 |        308 |      1,984 |
| contest\gcj2022\a1\interactive                                                                                                                                     |          3 |        125 |         44 |         13 |        182 |
| contest\gcj2022\a1\q1                                                                                                                                              |          1 |         40 |          2 |         11 |         53 |
| contest\gcj2022\a1\q2                                                                                                                                              |          5 |        383 |         64 |        102 |        549 |
| contest\gcj2022\a1\q2 (Files)                                                                                                                                      |          1 |         40 |          4 |         10 |         54 |
| contest\gcj2022\a1\q2\interactive                                                                                                                                  |          4 |        343 |         60 |         92 |        495 |
| contest\gcj2022\a1\q3                                                                                                                                              |          2 |        258 |         18 |         94 |        370 |
| contest\gcj2022\a1\q4                                                                                                                                              |          4 |        209 |         37 |         43 |        289 |
| contest\gcj2022\a1\q5                                                                                                                                              |          7 |        488 |          8 |         45 |        541 |
| contest\gcj2022\b1                                                                                                                                                 |         38 |      3,515 |        263 |        606 |      4,384 |
| contest\gcj2022\b1\interactive                                                                                                                                     |          7 |        282 |         67 |         57 |        406 |
| contest\gcj2022\b1\others                                                                                                                                          |         12 |      1,852 |         66 |        254 |      2,172 |
| contest\gcj2022\b1\others (Files)                                                                                                                                  |          6 |      1,028 |         25 |        197 |      1,250 |
| contest\gcj2022\b1\others\c1                                                                                                                                       |          6 |        824 |         41 |         57 |        922 |
